,,municipality,commune,pic_1,panoramaid1,pic_2_1,panoramaid2,pic_2_2,panoramaid3,pic_2_3,panoramaid4,pic_2_4,panoramaid5,pic_2_5,pic_2_2_detections,pic_1_detections,pic_2_1_detections,pic_2_3_detections,pic_2_4_detections,pic_2_5_detections
uuid:414677de-8253-4855-9b97-cecf5ea07598,Feb 9,Cacuaco,Kikolo,1549724642294.jpg,Left,1549724649764.jpg,Left-front,1549724659269.jpg,Front,1549724667670.jpg,Front-right,1549724679994.jpg,Right,1549724691762.jpg,"[{'name': 'person', 'percentage_probability': 75.56541562080383, 'box_points': [53, 201, 66, 229]}]","[{'name': 'potted plant', 'percentage_probability': 75.84580183029175, 'box_points': [373, 343, 429, 388]}, {'name': 'potted plant', 'percentage_probability': 81.33705854415894, 'box_points': [311, 284, 389, 383]}]","[{'name': 'person', 'percentage_probability': 68.76197457313538, 'box_points': [612, 144, 641, 266]}]",[],"[{'name': 'person', 'percentage_probability': 97.55633473396301, 'box_points': [467, 352, 638, 473]}]","[{'name': 'bowl', 'percentage_probability': 75.50286650657654, 'box_points': [223, 390, 335, 472]}, {'name': 'person', 'percentage_probability': 94.0047025680542, 'box_points': [-2, 172, 91, 473]}]"
uuid:4155bfb5-729a-4e5e-999e-621984a06345,Feb 13,Viana,Viana Sede,1550060622155.jpg,Left,1550060503647.jpg,Left-front,1550060515697.jpg,Front,1550060529270.jpg,Front-right,1550060539339.jpg,Right,1550060553339.jpg,"[{'name': 'car', 'percentage_probability': 93.54945421218872, 'box_points': [308, 138, 503, 224]}]",[],"[{'name': 'car', 'percentage_probability': 96.69251441955566, 'box_points': [175, 106, 218, 144]}, {'name': 'car', 'percentage_probability': 65.43301343917847, 'box_points': [359, 104, 425, 144]}, {'name': 'truck', 'percentage_probability': 62.160223722457886, 'box_points': [360, 102, 425, 143]}]",[],[],"[{'name': 'car', 'percentage_probability': 54.26746606826782, 'box_points': [361, 138, 377, 149]}, {'name': 'person', 'percentage_probability': 72.91519045829773, 'box_points': [312, 146, 325, 176]}, {'name': 'person', 'percentage_probability': 62.66242265701294, 'box_points': [346, 148, 357, 179]}, {'name': 'bicycle', 'percentage_probability': 52.353692054748535, 'box_points': [340, 162, 355, 179]}, {'name': 'truck', 'percentage_probability': 88.69850635528564, 'box_points': [192, 140, 268, 179]}, {'name': 'car', 'percentage_probability': 97.78105616569519, 'box_points': [4, 156, 105, 202]}]"
uuid:415cc456-9d48-4b9c-ad86-83d7c1d276ac,Jan 31,Kilamba Kiaxi,Kilamba Kiaxi,1548925117514.jpg,Left,1548925130954.jpg,Left-front,1548925143113.jpg,Front,1548925153425.jpg,Front-right,1548925162786.jpg,Right,1548925170849.jpg,[],[],"[{'name': 'truck', 'percentage_probability': 50.576579570770264, 'box_points': [256, 130, 279, 149]}, {'name': 'person', 'percentage_probability': 58.78894925117493, 'box_points': [229, 134, 236, 154]}, {'name': 'person', 'percentage_probability': 55.62818646430969, 'box_points': [181, 135, 196, 166]}]",[],[],[]
uuid:419342ac-ec56-4d75-a9d6-35a19c422f14,Feb 6,Viana,Viana Sede,1549453978817.jpg,Left,1549454020969.jpg,Left-front,1549454058721.jpg,Front,1549454117658.jpg,Front-right,1549454166038.jpg,Right,1549454222736.jpg,[],[],[],"[{'name': 'person', 'percentage_probability': 63.36426138877869, 'box_points': [526, 209, 563, 279]}, {'name': 'person', 'percentage_probability': 56.522536277770996, 'box_points': [519, 211, 576, 330]}, {'name': 'person', 'percentage_probability': 93.85178089141846, 'box_points': [252, 229, 329, 355]}, {'name': 'person', 'percentage_probability': 61.67721748352051, 'box_points': [490, 220, 569, 349]}, {'name': 'motorcycle', 'percentage_probability': 53.69400382041931, 'box_points': [499, 257, 616, 359]}]","[{'name': 'person', 'percentage_probability': 57.78111815452576, 'box_points': [0, 248, 71, 358]}, {'name': 'motorcycle', 'percentage_probability': 50.894713401794434, 'box_points': [2, 264, 90, 359]}]","[{'name': 'person', 'percentage_probability': 71.97276949882507, 'box_points': [353, 186, 361, 206]}]"
uuid:41a33f54-618b-4f14-969e-b3192c2a91b6,Feb 1,Ingombota,Ilha do Cabo,1549039323399.jpg,Left,1549039338600.jpg,Left-front,1549039352047.jpg,Front,1549039364484.jpg,Front-right,1549039374692.jpg,Right,1549039387487.jpg,"[{'name': 'car', 'percentage_probability': 93.83560419082642, 'box_points': [0, 161, 270, 333]}, {'name': 'car', 'percentage_probability': 97.64434099197388, 'box_points': [179, 214, 645, 464]}]","[{'name': 'truck', 'percentage_probability': 96.33931517601013, 'box_points': [1, 128, 476, 637]}]","[{'name': 'car', 'percentage_probability': 97.88068532943726, 'box_points': [576, 251, 640, 349]}, {'name': 'car', 'percentage_probability': 84.06471610069275, 'box_points': [475, 229, 618, 321]}, {'name': 'car', 'percentage_probability': 75.8737564086914, 'box_points': [528, 238, 632, 342]}, {'name': 'car', 'percentage_probability': 52.04164385795593, 'box_points': [0, 178, 515, 469]}]","[{'name': 'car', 'percentage_probability': 77.65275239944458, 'box_points': [0, 248, 126, 445]}, {'name': 'car', 'percentage_probability': 81.49406909942627, 'box_points': [513, 333, 639, 470]}]","[{'name': 'car', 'percentage_probability': 58.10631513595581, 'box_points': [457, 223, 499, 259]}, {'name': 'person', 'percentage_probability': 59.27668809890747, 'box_points': [315, 191, 346, 259]}, {'name': 'person', 'percentage_probability': 51.84860825538635, 'box_points': [187, 187, 247, 338]}, {'name': 'car', 'percentage_probability': 88.6143445968628, 'box_points': [0, 195, 191, 371]}, {'name': 'car', 'percentage_probability': 54.38494086265564, 'box_points': [181, 190, 325, 325]}, {'name': 'person', 'percentage_probability': 85.92125177383423, 'box_points': [249, 161, 324, 454]}, {'name': 'person', 'percentage_probability': 80.53016066551208, 'box_points': [290, 160, 439, 452]}]","[{'name': 'car', 'percentage_probability': 63.616859912872314, 'box_points': [239, 269, 294, 314]}, {'name': 'person', 'percentage_probability': 87.78917193412781, 'box_points': [461, 267, 520, 465]}, {'name': 'car', 'percentage_probability': 64.65045809745789, 'box_points': [0, 226, 208, 475]}]"
uuid:41ae45af-8faa-4d44-ab70-8d660d29fbd6,Jan 27,Sambizanga,N'gola Kilwanji,1548589852860.jpg,Left,1548589893854.jpg,Left-front,1548589919880.jpg,Front,1548589945941.jpg,Front-right,1548589958999.jpg,Right,1548589974982.jpg,"[{'name': 'person', 'percentage_probability': 98.53615760803223, 'box_points': [229, 335, 379, 476]}]",[],"[{'name': 'person', 'percentage_probability': 91.3709282875061, 'box_points': [583, 285, 639, 480]}]","[{'name': 'car', 'percentage_probability': 82.45953321456909, 'box_points': [0, 261, 69, 372]}]",[],"[{'name': 'person', 'percentage_probability': 71.48526906967163, 'box_points': [349, 306, 419, 417]}, {'name': 'backpack', 'percentage_probability': 68.22813749313354, 'box_points': [438, 285, 508, 399]}, {'name': 'person', 'percentage_probability': 66.20155572891235, 'box_points': [383, 278, 464, 479]}]"
uuid:426afd4e-25a5-439a-9c4a-674f41f40278,Jan 29,Cacuaco,Cacuaco,1548757802939.jpg,Left,1548757818256.jpg,Left-front,1548757827657.jpg,Front,1548757834121.jpg,Front-right,1548757840910.jpg,Right,1548757848141.jpg,[],[],[],[],"[{'name': 'person', 'percentage_probability': 74.18236136436462, 'box_points': [281, 265, 295, 316]}, {'name': 'person', 'percentage_probability': 57.91587829589844, 'box_points': [424, 269, 446, 309]}, {'name': 'person', 'percentage_probability': 81.0023546218872, 'box_points': [297, 217, 326, 312]}, {'name': 'person', 'percentage_probability': 87.17025518417358, 'box_points': [367, 217, 403, 320]}, {'name': 'person', 'percentage_probability': 79.49823141098022, 'box_points': [349, 245, 372, 305]}]",[]
uuid:42b9b937-cce1-4e69-abb3-9d1429040d95,Feb 21,Cacuaco,Kikolo,1550755077692.jpg,Left,1550755095419.jpg,Left-front,1550755121686.jpg,Front,1550755137092.jpg,Front-right,1550755147241.jpg,Right,1550755158391.jpg,[],[],"[{'name': 'car', 'percentage_probability': 52.294689416885376, 'box_points': [307, 180, 335, 195]}, {'name': 'person', 'percentage_probability': 65.09470343589783, 'box_points': [362, 185, 376, 226]}]",[],"[{'name': 'person', 'percentage_probability': 99.6928334236145, 'box_points': [2, 128, 266, 476]}]",[]
uuid:42f972f5-43f1-4799-aa1d-7084807859b6,Jan 28,Cacuaco,Kikolo,1548679194058.jpg,Left,1548679208425.jpg,Left-front,1548679236498.jpg,Front,1548679259203.jpg,Front-right,1548679280638.jpg,Right,1548679295314.jpg,[],[],"[{'name': 'person', 'percentage_probability': 50.9985089302063, 'box_points': [280, 216, 293, 249]}, {'name': 'person', 'percentage_probability': 57.88729786872864, 'box_points': [264, 216, 275, 258]}]",[],[],"[{'name': 'backpack', 'percentage_probability': 64.69855308532715, 'box_points': [292, 265, 326, 328]}, {'name': 'person', 'percentage_probability': 88.99747133255005, 'box_points': [274, 237, 326, 359]}, {'name': 'person', 'percentage_probability': 66.99195504188538, 'box_points': [336, 349, 419, 476]}]"
uuid:432feade-c59d-4c1a-b5a7-c00d6dc1ac55,Feb 13,Viana,Viana Sede,1550060183598.jpg,Left,1550060193213.jpg,Left-front,1550060200878.jpg,Front,1550060208755.jpg,Front-right,1550060218947.jpg,Right,1550060229539.jpg,[],[],"[{'name': 'person', 'percentage_probability': 67.31560826301575, 'box_points': [350, 84, 359, 111]}, {'name': 'person', 'percentage_probability': 63.597673177719116, 'box_points': [362, 86, 370, 111]}]","[{'name': 'person', 'percentage_probability': 97.68091440200806, 'box_points': [563, 168, 611, 240]}]",[],"[{'name': 'person', 'percentage_probability': 98.88880252838135, 'box_points': [115, 48, 159, 183]}, {'name': 'person', 'percentage_probability': 99.3371069431305, 'box_points': [175, 40, 228, 182]}]"
uuid:43521b4a-624c-4091-a36d-9ff226292271,Jan 30,Rangel,Terra Nova,1548854760250.jpg,Left,1548854784107.jpg,Left-front,1548854798825.jpg,Front,1548854809412.jpg,Front-right,1548854824069.jpg,Right,1548854842672.jpg,[],[],"[{'name': 'person', 'percentage_probability': 70.14726400375366, 'box_points': [453, 203, 467, 249]}, {'name': 'person', 'percentage_probability': 77.54861116409302, 'box_points': [341, 206, 355, 248]}, {'name': 'person', 'percentage_probability': 56.99242949485779, 'box_points': [362, 210, 375, 248]}, {'name': 'person', 'percentage_probability': 62.74663805961609, 'box_points': [310, 204, 327, 250]}, {'name': 'car', 'percentage_probability': 94.64992880821228, 'box_points': [387, 209, 458, 267]}, {'name': 'car', 'percentage_probability': 61.17236018180847, 'box_points': [604, 192, 640, 316]}]",[],[],[]
uuid:43d9ce7f-da9d-4149-a01c-4064ec656579,Jan 29,Cacuaco,Kikolo,1548775209107.jpg,Left,1548775225133.jpg,Left-front,1548775239370.jpg,Front,1548775251791.jpg,Front-right,1548775263621.jpg,Right,1548775277798.jpg,"[{'name': 'person', 'percentage_probability': 61.5659236907959, 'box_points': [243, 152, 255, 184]}, {'name': 'person', 'percentage_probability': 57.576656341552734, 'box_points': [217, 145, 238, 216]}, {'name': 'person', 'percentage_probability': 51.63115859031677, 'box_points': [112, 201, 173, 311]}, {'name': 'person', 'percentage_probability': 53.177762031555176, 'box_points': [124, 196, 209, 312]}, {'name': 'person', 'percentage_probability': 60.18109321594238, 'box_points': [164, 197, 225, 314]}]",[],[],[],[],"[{'name': 'car', 'percentage_probability': 61.813533306121826, 'box_points': [378, 160, 408, 192]}, {'name': 'person', 'percentage_probability': 75.97547769546509, 'box_points': [481, 170, 498, 222]}, {'name': 'fire hydrant', 'percentage_probability': 55.30270338058472, 'box_points': [481, 174, 498, 221]}]"
uuid:43ff9e66-e635-4f61-9845-266b7991bd55,Feb 11,Viana,Viana Sede,1549897386235.jpg,Left,1549897398386.jpg,Left-front,1549897412200.jpg,Front,1549897419390.jpg,Front-right,1549897427033.jpg,Right,1549897436057.jpg,"[{'name': 'person', 'percentage_probability': 90.33701419830322, 'box_points': [213, 184, 280, 257]}]",[],"[{'name': 'car', 'percentage_probability': 56.84458613395691, 'box_points': [376, 172, 427, 212]}]",[],"[{'name': 'dining table', 'percentage_probability': 55.01605272293091, 'box_points': [176, 179, 310, 275]}]",[]
uuid:441a9b26-fbdb-4400-8a60-ea787fc8adb0,Feb 9,Cacuaco,Kikolo,1549706571028.jpg,Left,1549706599378.jpg,Left-front,1549706610993.jpg,Front,1549706622343.jpg,Front-right,1549706638445.jpg,Right,1549706656428.jpg,[],"[{'name': 'person', 'percentage_probability': 56.195807456970215, 'box_points': [2, 322, 40, 359]}, {'name': 'person', 'percentage_probability': 98.62333536148071, 'box_points': [306, 301, 360, 444]}]","[{'name': 'person', 'percentage_probability': 59.10735726356506, 'box_points': [178, 314, 224, 360]}, {'name': 'person', 'percentage_probability': 52.5831937789917, 'box_points': [111, 129, 184, 274]}, {'name': 'person', 'percentage_probability': 82.0137619972229, 'box_points': [103, 114, 198, 346]}]",[],[],"[{'name': 'person', 'percentage_probability': 76.94008350372314, 'box_points': [49, 236, 93, 323]}]"
uuid:447a290b-4fe6-4e27-b89b-b6b2447d7fef,Feb 5,Viana,Viana Sede,1549367384382.jpg,Left,1549367397098.jpg,Left-front,1549367411728.jpg,Front,1549367423597.jpg,Front-right,1549367441622.jpg,Right,1549367460851.jpg,[],"[{'name': 'car', 'percentage_probability': 83.54287147521973, 'box_points': [331, 322, 474, 383]}]","[{'name': 'bird', 'percentage_probability': 54.93432879447937, 'box_points': [425, 108, 455, 147]}, {'name': 'person', 'percentage_probability': 99.76653456687927, 'box_points': [481, 252, 528, 362]}]",[],[],[]
uuid:44835a3a-8175-43c1-bb46-330442ca23fa,Feb 1,Samba,Samba,1549014328526.jpg,Left,1549014342529.jpg,Left-front,1549014353535.jpg,Front,1549014366739.jpg,Front-right,1549014377320.jpg,Right,1549014386633.jpg,"[{'name': 'car', 'percentage_probability': 91.90976619720459, 'box_points': [0, 294, 88, 378]}]",[],"[{'name': 'car', 'percentage_probability': 57.685649394989014, 'box_points': [325, 240, 344, 256]}, {'name': 'person', 'percentage_probability': 59.10862684249878, 'box_points': [196, 234, 210, 275]}, {'name': 'car', 'percentage_probability': 74.2895245552063, 'box_points': [300, 242, 331, 271]}, {'name': 'person', 'percentage_probability': 74.9693751335144, 'box_points': [417, 247, 429, 277]}, {'name': 'person', 'percentage_probability': 56.60924315452576, 'box_points': [170, 237, 185, 288]}, {'name': 'person', 'percentage_probability': 76.87861919403076, 'box_points': [230, 231, 253, 300]}, {'name': 'person', 'percentage_probability': 96.27561569213867, 'box_points': [504, 244, 531, 330]}, {'name': 'person', 'percentage_probability': 91.91861748695374, 'box_points': [260, 221, 304, 357]}]","[{'name': 'chair', 'percentage_probability': 52.47724652290344, 'box_points': [94, 411, 148, 478]}]","[{'name': 'bench', 'percentage_probability': 88.65484595298767, 'box_points': [259, 377, 309, 457]}]","[{'name': 'person', 'percentage_probability': 73.72499108314514, 'box_points': [552, 280, 563, 317]}, {'name': 'car', 'percentage_probability': 87.0734691619873, 'box_points': [573, 279, 640, 333]}]"
uuid:449e6197-89ea-4491-b462-a8a3b470c5de,Jan 30,Cacuaco,Kikolo,1548842941777.jpg,Left,1548842962531.jpg,Left-front,1548842980364.jpg,Front,1548843005726.jpg,Front-right,1548843021582.jpg,Right,1548843036644.jpg,"[{'name': 'person', 'percentage_probability': 57.067084312438965, 'box_points': [99, 233, 110, 259]}]","[{'name': 'person', 'percentage_probability': 88.74598741531372, 'box_points': [202, 222, 240, 361]}]","[{'name': 'person', 'percentage_probability': 62.017422914505005, 'box_points': [497, 186, 511, 220]}, {'name': 'person', 'percentage_probability': 64.17683362960815, 'box_points': [419, 204, 433, 252]}, {'name': 'person', 'percentage_probability': 90.2151346206665, 'box_points': [249, 246, 272, 300]}]",[],[],"[{'name': 'person', 'percentage_probability': 58.78717303276062, 'box_points': [47, 197, 111, 252]}]"
uuid:44cfeccd-ce93-44c0-845d-21870bf48f71,Jan 28,Cacuaco,Kikolo,1548679810982.jpg,Left,1548679827575.jpg,Left-front,1548679847475.jpg,Front,1548679865428.jpg,Front-right,1548679876998.jpg,Right,1548679886583.jpg,"[{'name': 'bowl', 'percentage_probability': 78.8858413696289, 'box_points': [59, 305, 113, 346]}]",[],"[{'name': 'bowl', 'percentage_probability': 70.26844024658203, 'box_points': [401, 285, 451, 321]}, {'name': 'bowl', 'percentage_probability': 57.55878686904907, 'box_points': [489, 332, 544, 360]}]",[],"[{'name': 'person', 'percentage_probability': 50.12918710708618, 'box_points': [140, 68, 540, 350]}]","[{'name': 'teddy bear', 'percentage_probability': 51.94298028945923, 'box_points': [510, 284, 552, 358]}]"
uuid:458b2cff-4e50-4d74-bb9a-b6b83d963c67,Feb 6,Viana,Viana Sede,1549463665056.jpg,Left,1549463674979.jpg,Left-front,1549463689143.jpg,Front,1549463698576.jpg,Front-right,1549463708186.jpg,Right,1549463720763.jpg,"[{'name': 'person', 'percentage_probability': 77.45159864425659, 'box_points': [4, 194, 21, 248]}]",[],[],[],[],[]
uuid:45b596bb-5cd9-4c18-a331-4a0329dc6a8e,Feb 15,Cacuaco,Kikolo,1550246066423.jpg,Left,1550246150935.jpg,Left-front,1550246159010.jpg,Front,1550246167605.jpg,Front-right,1550246181203.jpg,Right,1550246191062.jpg,"[{'name': 'bird', 'percentage_probability': 73.15949201583862, 'box_points': [117, 233, 156, 261]}]","[{'name': 'person', 'percentage_probability': 94.67352628707886, 'box_points': [108, 151, 164, 321]}]",[],[],[],[]
uuid:45bde549-51c9-4183-846b-5532ecd79a90,Feb 15,Samba,Benfica,1550248205921.jpg,Left,1550248235045.jpg,Left-front,1550248243850.jpg,Front,1550248252638.jpg,Front-right,1550248263515.jpg,Right,1550248275687.jpg,[],[],[],[],[],"[{'name': 'bus', 'percentage_probability': 71.68660759925842, 'box_points': [448, 101, 642, 470]}, {'name': 'car', 'percentage_probability': 51.51978135108948, 'box_points': [445, 92, 643, 472]}]"
uuid:4634042d-7a5a-4fb9-b810-70eb2bd9f9dc,Feb 6,Cazenga,Hoji Ya Henda,1549473905587.jpg,Left,1549473918157.jpg,Left-front,1549473928182.jpg,Front,1549473947169.jpg,Front-right,1549473958711.jpg,Right,1549473972278.jpg,[],[],[],[],[],[]
uuid:46435831-8800-4d77-8b27-8b53c95df80a,Jan 29,Sambizanga,Sambizanga,1548755425839.jpg,Left,1548755439721.jpg,Left-front,1548755449785.jpg,Front,1548755459590.jpg,Front-right,1548755473337.jpg,Right,1548755483233.jpg,"[{'name': 'person', 'percentage_probability': 52.832841873168945, 'box_points': [464, 253, 476, 288]}, {'name': 'car', 'percentage_probability': 76.43303871154785, 'box_points': [592, 250, 640, 308]}, {'name': 'person', 'percentage_probability': 58.994799852371216, 'box_points': [93, 228, 139, 311]}, {'name': 'car', 'percentage_probability': 96.95404767990112, 'box_points': [473, 258, 563, 290]}, {'name': 'person', 'percentage_probability': 99.26413893699646, 'box_points': [180, 225, 263, 398]}, {'name': 'person', 'percentage_probability': 87.93659806251526, 'box_points': [33, 256, 109, 452]}, {'name': 'person', 'percentage_probability': 70.72123289108276, 'box_points': [83, 271, 160, 415]}]","[{'name': 'person', 'percentage_probability': 68.29074621200562, 'box_points': [257, 307, 342, 593]}, {'name': 'chair', 'percentage_probability': 66.430002450943, 'box_points': [86, 458, 209, 633]}, {'name': 'person', 'percentage_probability': 58.80280137062073, 'box_points': [86, 376, 237, 617]}]","[{'name': 'bottle', 'percentage_probability': 58.08192491531372, 'box_points': [262, 438, 279, 476]}, {'name': 'bottle', 'percentage_probability': 67.12180376052856, 'box_points': [277, 435, 294, 478]}, {'name': 'bottle', 'percentage_probability': 59.927916526794434, 'box_points': [292, 432, 307, 478]}, {'name': 'bottle', 'percentage_probability': 62.70624399185181, 'box_points': [305, 437, 322, 479]}, {'name': 'bottle', 'percentage_probability': 71.83960676193237, 'box_points': [249, 442, 269, 477]}, {'name': 'bottle', 'percentage_probability': 62.075722217559814, 'box_points': [212, 447, 238, 479]}, {'name': 'bottle', 'percentage_probability': 55.440354347229004, 'box_points': [480, 332, 498, 393]}, {'name': 'person', 'percentage_probability': 67.24736094474792, 'box_points': [568, 317, 639, 448]}]","[{'name': 'car', 'percentage_probability': 70.9580659866333, 'box_points': [591, 264, 640, 338]}, {'name': 'car', 'percentage_probability': 90.85977077484131, 'box_points': [58, 237, 155, 345]}, {'name': 'car', 'percentage_probability': 98.86271953582764, 'box_points': [356, 253, 485, 354]}, {'name': 'car', 'percentage_probability': 95.49574851989746, 'box_points': [165, 213, 335, 357]}]","[{'name': 'umbrella', 'percentage_probability': 57.34533071517944, 'box_points': [536, 224, 640, 291]}, {'name': 'car', 'percentage_probability': 98.18082451820374, 'box_points': [111, 232, 289, 323]}, {'name': 'person', 'percentage_probability': 77.13688015937805, 'box_points': [598, 259, 638, 397]}]","[{'name': 'car', 'percentage_probability': 85.99141836166382, 'box_points': [326, 254, 370, 287]}, {'name': 'truck', 'percentage_probability': 62.65439987182617, 'box_points': [422, 246, 481, 300]}, {'name': 'car', 'percentage_probability': 51.43498182296753, 'box_points': [421, 245, 481, 299]}]"
